"affected_games","agreement","annotation_id","annotator","author_playtime_at_review_min","author_playtime_overall_min","combined_rating","combined_rating_display","created_at","criticism-praise-developer-publisher","criticism-praise-game-content","criticism-praise-ideological","criticism-praise-political","funny_score","game","game_description","game_name_display","game_received_for_free","id","input_ids","is-game-related","is-review-bombing","last_updated_formatted","lead_time","rating","release_date","review","review_bomb_reason","review_bomb_time","review_bomb_type","review_date","review_date_datetime","source","steam_rating_positive","updated_at","was_steam_purchase"
"Assassin's Creed Unity",55.55555555555555,31883212,"15657",117.0,117.0,"Empfohlen","Empfohlen","2024-03-02T22:41:58.756038Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871035,"[  101 10289  8214   102]","Nein","Nein","22.04.2019 00:37:35",196.164,"","12.11.2014","Notre Dame","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","22.04.2019 00:37:35","22.04.2019","Steam",True,"2024-03-02T22:41:58.756058Z",True
"Assassin's Creed Unity",55.55555555555555,31385472,"18232",117.0,117.0,"Empfohlen","Empfohlen","2024-02-22T11:33:24.997286Z","Ja","Nein","Ja","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871035,"[  101 10289  8214   102]","Nein","Ja","22.04.2019 00:37:35",55.69,"","12.11.2014","Notre Dame","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","22.04.2019 00:37:35","22.04.2019","Steam",True,"2024-02-22T11:33:24.997302Z",True
"Assassin's Creed Unity",55.55555555555555,30487888,"17568",117.0,117.0,"Empfohlen","Empfohlen","2024-02-08T09:48:33.218370Z","Nein","Nein","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871035,"[  101 10289  8214   102]","Nein","Ja","22.04.2019 00:37:35",22.794,"","12.11.2014","Notre Dame","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","22.04.2019 00:37:35","22.04.2019","Steam",True,"2024-02-08T09:48:33.218395Z",True
"Assassin's Creed Unity",88.8888888888889,31883214,"15657",1794.0,2008.0,"Empfohlen","Empfohlen","2024-03-02T22:42:12.117666Z","Ja","Nein","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871036,"[  101  2204 12193  2100  1057  5638   999   102]","Nein","Ja","23.04.2019 16:31:55",12.378,"","12.11.2014","Goodguy Ubi!","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","23.04.2019 16:31:55","23.04.2019","Steam",True,"2024-03-02T22:42:12.117683Z",True
"Assassin's Creed Unity",88.8888888888889,31385503,"18232",1794.0,2008.0,"Empfohlen","Empfohlen","2024-02-22T11:34:04.774262Z","Ja","Nein","Ja","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871036,"[  101  2204 12193  2100  1057  5638   999   102]","Nein","Ja","23.04.2019 16:31:55",38.899,"","12.11.2014","Goodguy Ubi!","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","23.04.2019 16:31:55","23.04.2019","Steam",True,"2024-02-22T11:34:04.774278Z",True
"Assassin's Creed Unity",88.8888888888889,30487925,"17568",1794.0,2008.0,"Empfohlen","Empfohlen","2024-02-08T09:48:50.158562Z","Ja","Nein","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871036,"[  101  2204 12193  2100  1057  5638   999   102]","Nein","Ja","23.04.2019 16:31:55",16.14,"","12.11.2014","Goodguy Ubi!","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","23.04.2019 16:31:55","23.04.2019","Steam",True,"2024-02-08T09:48:50.158585Z",True
"Assassin's Creed Unity",77.77777777777777,31883238,"15657",1653.0,1858.0,"Empfohlen","Empfohlen","2024-03-02T22:43:31.763019Z","Ja","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871037,"[  101  2028  1997  2026  5440 12025  1005  1055 16438  2208  1012  1996
  2208  2031  1996  2190  2380  8162  2013  2035  1006  9353  2399  1007
  1998  2038  8052  8389  1012  1996  2466  2003  2204  1012  2049  2025
  1037  3595  2008  1996  2208  2003 11829  6292  2021  1996 12883  2024
  6057  1012  1996 12098  3630  1005  1055 16115  3351  2003  2200  2204
  2090  3487  2013  9353  2304  5210  1998 23043  2013  9353  1016  2462
  1012  3452  1022  1013  2184  1012   102]","Ja","Ja","26.05.2020 09:26:22",78.759,"","12.11.2014","One of my favorite assassin's creed game. The game have the best parkour from all (AC Games) and has impressive graphics. The story is good. Its not a secret that the game is buggy but the bugs are funny. The Arno's personage is very good between Edward from AC Black Flag and Ezio from AC 2 II. 

Overall 8/10.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","21.04.2019 22:19:02","21.04.2019","Steam",True,"2024-03-02T22:43:31.763038Z",False
"Assassin's Creed Unity",77.77777777777777,31385529,"18232",1653.0,1858.0,"Empfohlen","Empfohlen","2024-02-22T11:34:43.122740Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871037,"[  101  2028  1997  2026  5440 12025  1005  1055 16438  2208  1012  1996
  2208  2031  1996  2190  2380  8162  2013  2035  1006  9353  2399  1007
  1998  2038  8052  8389  1012  1996  2466  2003  2204  1012  2049  2025
  1037  3595  2008  1996  2208  2003 11829  6292  2021  1996 12883  2024
  6057  1012  1996 12098  3630  1005  1055 16115  3351  2003  2200  2204
  2090  3487  2013  9353  2304  5210  1998 23043  2013  9353  1016  2462
  1012  3452  1022  1013  2184  1012   102]","Ja","Nein","26.05.2020 09:26:22",37.541,"","12.11.2014","One of my favorite assassin's creed game. The game have the best parkour from all (AC Games) and has impressive graphics. The story is good. Its not a secret that the game is buggy but the bugs are funny. The Arno's personage is very good between Edward from AC Black Flag and Ezio from AC 2 II. 

Overall 8/10.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","21.04.2019 22:19:02","21.04.2019","Steam",True,"2024-02-22T11:34:43.122758Z",False
"Assassin's Creed Unity",77.77777777777777,30487956,"17568",1653.0,1858.0,"Empfohlen","Empfohlen","2024-02-08T09:49:04.705385Z","Nein","Ja","Nein","Nein",0.0,"Assassins Creed Unity","Assassin’s Creed® Unity tells the story of Arno, a young man who embarks upon an extraordinary journey to expose the true powers behind the French Revolution. In the brand new co-op mode, you and your friends will also be thrown in the middle of a ruthless struggle for the fate of a nation.","Assassin's Creed Unity",False,91871037,"[  101  2028  1997  2026  5440 12025  1005  1055 16438  2208  1012  1996
  2208  2031  1996  2190  2380  8162  2013  2035  1006  9353  2399  1007
  1998  2038  8052  8389  1012  1996  2466  2003  2204  1012  2049  2025
  1037  3595  2008  1996  2208  2003 11829  6292  2021  1996 12883  2024
  6057  1012  1996 12098  3630  1005  1055 16115  3351  2003  2200  2204
  2090  3487  2013  9353  2304  5210  1998 23043  2013  9353  1016  2462
  1012  3452  1022  1013  2184  1012   102]","Ja","Nein","26.05.2020 09:26:22",13.771,"","12.11.2014","One of my favorite assassin's creed game. The game have the best parkour from all (AC Games) and has impressive graphics. The story is good. Its not a secret that the game is buggy but the bugs are funny. The Arno's personage is very good between Edward from AC Black Flag and Ezio from AC 2 II. 

Overall 8/10.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","21.04.2019 22:19:02","21.04.2019","Steam",True,"2024-02-08T09:49:04.705400Z",False
"Assassin's Creed Unity",88.88888888888889,31883245,"15657","","","Empfohlen","10 von 10","2024-03-02T22:43:42.590395Z","Ja","Ja","Nein","Nein","","Assassins Creed Unity","Paris, 1789. The French Revolution turns a once-magnificent city into a land of terror and chaos. Its cobblestone streets flow red with the blood of commoners who dared to rise up against the murderous aristocracy. As the nation rips itself apart, a younger man named Arno embarks on a harrowing journey to expose the authentic powers behind the Revolution. His pursuit thrusts him into the middle of a ruthless struggle for the fate of a nation, and transform him into a true Master Assassin. From the storming of the Bastille to the killing of King Louis XVI, experience the French Revolution unlike any medium that has come before, and assist the people of France carve out for themselves an entirely new destiny.","Assassin's Creed Unity","",91871038,"[  101  2028  1997  1996  2190  9353  2399  2020  1057 18477 15794  2941
  2288  2009  2157  1012  2009  1005  1055  4569  1998  2987  1005  1056
  2202  6391  2086  2000  3926  1012  1996  2069 12482  5178  2003  1996
 12702  6494  3619 18908  8496  1012   102]","Ja","Ja","",9.918,10.0,"11.11.2014","One of the best AC games were Ubisoft actually got it right. It's fun and doesn't take 84 years to finish. The only downside is the microtransactions.","Nach dem Brand in der Notre-Dame, die in Assassin's Creed Unity virtuell nachgebildet ist, entschied Entwickler ""Ubisoft"" das Spiel daraufhin für eine Woche kostenlos auf ihrer Uplay-Plattform zur Verfügung zu stellen und 500.000€ für den Wiederaufbau der Notre-Dame zu spenden. Dies führte innerhalb kurzer Zeit zu einer deutlich gestiegenen Zahl an Spielern und positiven Bewertungen.","17. April 2019 - Ende April 2019","positiv","10.05.2019","10.05.2019","Metacritic","","2024-03-02T22:43:42.590413Z",""
